transcriptID_trim,log2FoldChange
TRINITY_DN8896_c0_g1::TRINITY_DN8896_c0_g1_i10,2.585932584823
TRINITY_DN9169_c0_g1::TRINITY_DN9169_c0_g1_i20,1.10097788257314
TRINITY_DN1187_c0_g1::TRINITY_DN1187_c0_g1_i12,2.38787464124547
TRINITY_DN9353_c0_g1::TRINITY_DN9353_c0_g1_i10,2.00988030020001
TRINITY_DN6927_c0_g1::TRINITY_DN6927_c0_g1_i9,1.58765107512831
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i14,2.02275369842908
TRINITY_DN9079_c0_g1::TRINITY_DN9079_c0_g1_i2,1.99992094089517
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i3,2.58290688978482
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i8,2.33277770293838
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i3,3.51057881337144
TRINITY_DN6249_c0_g1::TRINITY_DN6249_c0_g1_i12,2.44992033984432
TRINITY_DN12651_c0_g1::TRINITY_DN12651_c0_g1_i1,2.50998326455639
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i6,3.08858660497747
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,1.57460661432247
TRINITY_DN140_c0_g2::TRINITY_DN140_c0_g2_i5,2.6435163701505
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,2.8804555839979
TRINITY_DN7797_c0_g1::TRINITY_DN7797_c0_g1_i5,2.19793647820473
TRINITY_DN19223_c0_g1::TRINITY_DN19223_c0_g1_i10,2.76762255907968
TRINITY_DN2696_c0_g1::TRINITY_DN2696_c0_g1_i2,1.54894424456513
TRINITY_DN14621_c0_g1::TRINITY_DN14621_c0_g1_i6,2.43350645880582
TRINITY_DN4361_c0_g1::TRINITY_DN4361_c0_g1_i3,2.08738347888373
TRINITY_DN3821_c0_g3::TRINITY_DN3821_c0_g3_i1,2.67613048291912
TRINITY_DN6866_c0_g1::TRINITY_DN6866_c0_g1_i1,1.94456291775118
TRINITY_DN15819_c0_g1::TRINITY_DN15819_c0_g1_i11,1.23819847324718
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,2.63069099209314
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.67989743330615
TRINITY_DN62_c0_g1::TRINITY_DN62_c0_g1_i22,3.29699391303876
TRINITY_DN502_c0_g1::TRINITY_DN502_c0_g1_i1,2.99407587333767
TRINITY_DN210_c0_g2::TRINITY_DN210_c0_g2_i2,2.13150220056052
TRINITY_DN1414_c0_g1::TRINITY_DN1414_c0_g1_i8,2.47638124698944
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i12,2.88243833944037
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i1,3.71747882403702
TRINITY_DN9244_c0_g1::TRINITY_DN9244_c0_g1_i19,-1.10010524265832
TRINITY_DN18556_c0_g1::TRINITY_DN18556_c0_g1_i1,2.24193186819568
TRINITY_DN2590_c0_g1::TRINITY_DN2590_c0_g1_i14,1.42860294930883
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,3.05338231634689
TRINITY_DN7200_c2_g1::TRINITY_DN7200_c2_g1_i22,1.90529177138175
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i12,3.34331411910803
TRINITY_DN3225_c0_g1::TRINITY_DN3225_c0_g1_i16,1.60329192484071
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i16,2.32338674556352
TRINITY_DN4302_c0_g1::TRINITY_DN4302_c0_g1_i10,2.00535863935211
TRINITY_DN3115_c0_g1::TRINITY_DN3115_c0_g1_i10,2.14560141595127
TRINITY_DN159_c0_g1::TRINITY_DN159_c0_g1_i1,2.45162157770186
TRINITY_DN8661_c0_g1::TRINITY_DN8661_c0_g1_i14,2.66764863628957
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i4,2.63055453003826
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i11,3.12971060628457
TRINITY_DN13242_c0_g1::TRINITY_DN13242_c0_g1_i9,1.70458479024288
TRINITY_DN3710_c0_g1::TRINITY_DN3710_c0_g1_i12,1.77524519799486
TRINITY_DN6339_c1_g1::TRINITY_DN6339_c1_g1_i11,1.92242162932907
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,3.25951351376368
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i20,3.25951351376368
TRINITY_DN3295_c0_g1::TRINITY_DN3295_c0_g1_i3,2.25706563493527
TRINITY_DN2468_c0_g1::TRINITY_DN2468_c0_g1_i1,2.35295829997432
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.71081268520302
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i3,1.57104310401898
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i4,2.99590833548979
TRINITY_DN14911_c0_g1::TRINITY_DN14911_c0_g1_i1,1.98324814496771
TRINITY_DN1388_c0_g1::TRINITY_DN1388_c0_g1_i5,2.29067118090343
TRINITY_DN4634_c0_g1::TRINITY_DN4634_c0_g1_i2,2.98701232694675
TRINITY_DN1890_c0_g1::TRINITY_DN1890_c0_g1_i13,-1.06929684429402
TRINITY_DN7398_c0_g1::TRINITY_DN7398_c0_g1_i1,-1.40592775314061
TRINITY_DN1343_c0_g1::TRINITY_DN1343_c0_g1_i2,1.84429319562221
TRINITY_DN3808_c0_g1::TRINITY_DN3808_c0_g1_i1,2.47364255856662
TRINITY_DN5899_c0_g1::TRINITY_DN5899_c0_g1_i7,-1.32814556353484
TRINITY_DN9658_c0_g1::TRINITY_DN9658_c0_g1_i8,-1.57730587832393
TRINITY_DN3320_c0_g1::TRINITY_DN3320_c0_g1_i1,2.2133141796019
TRINITY_DN24692_c0_g1::TRINITY_DN24692_c0_g1_i1,2.12735397360794
TRINITY_DN3555_c0_g1::TRINITY_DN3555_c0_g1_i1,1.73300611296145
TRINITY_DN15572_c0_g1::TRINITY_DN15572_c0_g1_i3,1.89862068150859
TRINITY_DN3479_c0_g1::TRINITY_DN3479_c0_g1_i2,2.07861235259788
TRINITY_DN36525_c0_g1::TRINITY_DN36525_c0_g1_i1,2.88943334727775
TRINITY_DN44441_c0_g1::TRINITY_DN44441_c0_g1_i2,2.60506906363523
TRINITY_DN12415_c0_g1::TRINITY_DN12415_c0_g1_i1,2.07661156059123
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i7,2.19360289245705
TRINITY_DN3268_c0_g1::TRINITY_DN3268_c0_g1_i1,1.64936225833307
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i3,1.94030854447027
TRINITY_DN2907_c0_g1::TRINITY_DN2907_c0_g1_i1,1.97793843837999
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.70888987827359
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i11,3.98789722127783
TRINITY_DN15795_c0_g1::TRINITY_DN15795_c0_g1_i4,-1.14282188651243
TRINITY_DN3639_c0_g1::TRINITY_DN3639_c0_g1_i14,1.88590074375933
TRINITY_DN8863_c0_g1::TRINITY_DN8863_c0_g1_i2,2.06994944434191
TRINITY_DN6087_c0_g1::TRINITY_DN6087_c0_g1_i2,2.55032678809381
TRINITY_DN4742_c0_g1::TRINITY_DN4742_c0_g1_i1,1.97775318911899
TRINITY_DN14512_c0_g1::TRINITY_DN14512_c0_g1_i1,2.18564249455558
TRINITY_DN334_c0_g1::TRINITY_DN334_c0_g1_i8,1.93744386720259
TRINITY_DN159_c0_g6::TRINITY_DN159_c0_g6_i1,2.50699733410401
TRINITY_DN10371_c0_g1::TRINITY_DN10371_c0_g1_i1,2.21801978191193
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,1.66929428522457
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i1,1.85921976408125
TRINITY_DN8661_c0_g1::TRINITY_DN8661_c0_g1_i15,2.91234623597297
TRINITY_DN2269_c0_g1::TRINITY_DN2269_c0_g1_i5,1.96246158986535
TRINITY_DN1395_c0_g1::TRINITY_DN1395_c0_g1_i16,1.56518475494669
TRINITY_DN8935_c0_g1::TRINITY_DN8935_c0_g1_i3,1.50911292711833
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i3,2.05511374525962
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i12,2.14947339393898
TRINITY_DN1338_c0_g1::TRINITY_DN1338_c0_g1_i1,1.64823879627253
TRINITY_DN8078_c0_g3::TRINITY_DN8078_c0_g3_i7,2.40631779756322
TRINITY_DN12125_c0_g1::TRINITY_DN12125_c0_g1_i3,1.68968797266339
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i2,2.97669523656455
TRINITY_DN5438_c0_g1::TRINITY_DN5438_c0_g1_i1,1.92022918268117
TRINITY_DN6309_c0_g1::TRINITY_DN6309_c0_g1_i12,-0.970655832700698
TRINITY_DN21894_c0_g1::TRINITY_DN21894_c0_g1_i3,1.94101093624092
TRINITY_DN6432_c1_g1::TRINITY_DN6432_c1_g1_i1,2.48852073673461
TRINITY_DN3821_c0_g3::TRINITY_DN3821_c0_g3_i1,3.13632401334601
TRINITY_DN769_c1_g1::TRINITY_DN769_c1_g1_i9,2.44617719311637
TRINITY_DN5891_c0_g1::TRINITY_DN5891_c0_g1_i11,1.77863422672942
TRINITY_DN3313_c0_g1::TRINITY_DN3313_c0_g1_i13,-2.70794604184895
TRINITY_DN3173_c0_g1::TRINITY_DN3173_c0_g1_i1,2.26581726429175
TRINITY_DN11685_c0_g1::TRINITY_DN11685_c0_g1_i2,1.86853321010685
TRINITY_DN2429_c2_g1::TRINITY_DN2429_c2_g1_i5,2.60659316748994
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i20,2.11673818749445
TRINITY_DN6918_c0_g1::TRINITY_DN6918_c0_g1_i15,-0.956525700685326
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i9,3.41569270792396
TRINITY_DN11600_c0_g1::TRINITY_DN11600_c0_g1_i2,1.59101277167505
TRINITY_DN1388_c0_g1::TRINITY_DN1388_c0_g1_i16,2.04996355485109
TRINITY_DN15608_c0_g1::TRINITY_DN15608_c0_g1_i4,2.29343668740427
TRINITY_DN2865_c3_g1::TRINITY_DN2865_c3_g1_i6,-1.42383686904794
TRINITY_DN8561_c0_g1::TRINITY_DN8561_c0_g1_i1,1.16553784571296
TRINITY_DN4448_c0_g1::TRINITY_DN4448_c0_g1_i1,1.93356494333148
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i5,3.12173978121862
TRINITY_DN44982_c0_g1::TRINITY_DN44982_c0_g1_i2,1.73239904966795
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i4,2.76069084832727
TRINITY_DN2688_c1_g1::TRINITY_DN2688_c1_g1_i4,1.59737242445107
TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i5,1.49011505907419
TRINITY_DN5477_c0_g1::TRINITY_DN5477_c0_g1_i2,1.79981472196132
TRINITY_DN8394_c0_g1::TRINITY_DN8394_c0_g1_i2,2.22664650101709
TRINITY_DN8509_c2_g2::TRINITY_DN8509_c2_g2_i1,3.87795404825868
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i19,2.41610056244587
TRINITY_DN1723_c1_g1::TRINITY_DN1723_c1_g1_i1,1.55477346467856
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i27,2.64514587508582
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i21,2.33499171049256
TRINITY_DN6746_c0_g1::TRINITY_DN6746_c0_g1_i10,1.69325033777444
TRINITY_DN10995_c0_g1::TRINITY_DN10995_c0_g1_i11,2.66654929235941
TRINITY_DN10995_c0_g1::TRINITY_DN10995_c0_g1_i9,2.66654929235941
TRINITY_DN7031_c0_g1::TRINITY_DN7031_c0_g1_i10,1.80165107381965
TRINITY_DN2497_c0_g1::TRINITY_DN2497_c0_g1_i3,1.03006202356064
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i15,2.21363809877338
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i16,2.21363809877338
TRINITY_DN9524_c0_g1::TRINITY_DN9524_c0_g1_i3,2.54991726562033
TRINITY_DN11057_c0_g1::TRINITY_DN11057_c0_g1_i9,-1.32215807125922
TRINITY_DN1949_c0_g1::TRINITY_DN1949_c0_g1_i7,1.56619679817596
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i4,1.99489084164764
TRINITY_DN694_c0_g1::TRINITY_DN694_c0_g1_i19,1.24432955019783
TRINITY_DN694_c0_g1::TRINITY_DN694_c0_g1_i10,1.24438187941148
TRINITY_DN10411_c0_g1::TRINITY_DN10411_c0_g1_i2,1.64300371065053
TRINITY_DN1236_c0_g1::TRINITY_DN1236_c0_g1_i2,1.04124436047511
TRINITY_DN37580_c0_g1::TRINITY_DN37580_c0_g1_i18,-1.50631455357275
TRINITY_DN44441_c0_g2::TRINITY_DN44441_c0_g2_i1,2.1126526764658
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i31,3.07647526774705
TRINITY_DN1513_c0_g1::TRINITY_DN1513_c0_g1_i7,2.66929031151441
TRINITY_DN2099_c0_g1::TRINITY_DN2099_c0_g1_i5,1.55006398899072
TRINITY_DN215_c2_g2::TRINITY_DN215_c2_g2_i22,1.84025921325855
TRINITY_DN6816_c0_g1::TRINITY_DN6816_c0_g1_i1,1.424214853436
TRINITY_DN2787_c0_g1::TRINITY_DN2787_c0_g1_i17,1.92296338712182
TRINITY_DN3382_c1_g1::TRINITY_DN3382_c1_g1_i2,2.28947276056263
TRINITY_DN10175_c0_g1::TRINITY_DN10175_c0_g1_i1,1.99750014265859
TRINITY_DN5477_c0_g1::TRINITY_DN5477_c0_g1_i4,1.82962452248155
TRINITY_DN7220_c0_g1::TRINITY_DN7220_c0_g1_i1,2.01953381750047
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,3.4826627302095
TRINITY_DN1606_c0_g1::TRINITY_DN1606_c0_g1_i12,-1.65378521079902
TRINITY_DN301_c3_g1::TRINITY_DN301_c3_g1_i1,2.36981209033725
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i2,2.94833281286557
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i18,2.51444011566883
TRINITY_DN1979_c1_g1::TRINITY_DN1979_c1_g1_i5,1.76238421314843
TRINITY_DN10948_c0_g1::TRINITY_DN10948_c0_g1_i1,-0.929041640050607
TRINITY_DN1963_c0_g1::TRINITY_DN1963_c0_g1_i9,1.34949275103214
TRINITY_DN4393_c0_g1::TRINITY_DN4393_c0_g1_i3,1.2685007889695
TRINITY_DN5298_c0_g1::TRINITY_DN5298_c0_g1_i6,1.88830029595887
TRINITY_DN9401_c0_g1::TRINITY_DN9401_c0_g1_i10,1.97952229348553
TRINITY_DN4949_c0_g1::TRINITY_DN4949_c0_g1_i3,3.6265412243018
TRINITY_DN5073_c0_g1::TRINITY_DN5073_c0_g1_i1,-1.11775856341479
TRINITY_DN30_c1_g1::TRINITY_DN30_c1_g1_i1,3.85426378154641
TRINITY_DN334_c0_g1::TRINITY_DN334_c0_g1_i7,1.49745916461103
TRINITY_DN4364_c0_g1::TRINITY_DN4364_c0_g1_i10,0.404086238572254
TRINITY_DN3606_c0_g1::TRINITY_DN3606_c0_g1_i12,-0.568804683845989
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i3,2.17102459214469
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.17102459214469
TRINITY_DN36525_c0_g1::TRINITY_DN36525_c0_g1_i1,2.47840593954706
TRINITY_DN13491_c0_g1::TRINITY_DN13491_c0_g1_i3,2.68771817837696
TRINITY_DN1569_c0_g1::TRINITY_DN1569_c0_g1_i1,1.81464131846364
TRINITY_DN9658_c0_g1::TRINITY_DN9658_c0_g1_i8,-1.44349668926548
TRINITY_DN22653_c0_g1::TRINITY_DN22653_c0_g1_i1,1.87020312601943
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i4,2.43602715357497
TRINITY_DN27360_c0_g1::TRINITY_DN27360_c0_g1_i1,2.05615426775949
TRINITY_DN27360_c0_g1::TRINITY_DN27360_c0_g1_i10,2.05615426775949
TRINITY_DN123_c0_g1::TRINITY_DN123_c0_g1_i6,1.63563518063226
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i1,2.90091785843227
TRINITY_DN1395_c0_g1::TRINITY_DN1395_c0_g1_i13,1.3125863612195
TRINITY_DN21859_c0_g1::TRINITY_DN21859_c0_g1_i8,2.11703623840509
TRINITY_DN2217_c0_g1::TRINITY_DN2217_c0_g1_i10,1.53929488073678
TRINITY_DN7345_c0_g1::TRINITY_DN7345_c0_g1_i1,2.15582329659972
TRINITY_DN22401_c0_g1::TRINITY_DN22401_c0_g1_i13,1.21279182018788
TRINITY_DN2920_c0_g1::TRINITY_DN2920_c0_g1_i32,-0.605219151928641
TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i11,1.41573237412849
TRINITY_DN6339_c0_g1::TRINITY_DN6339_c0_g1_i10,1.80246796450025
TRINITY_DN1669_c0_g1::TRINITY_DN1669_c0_g1_i4,1.63765695054213
TRINITY_DN27747_c0_g1::TRINITY_DN27747_c0_g1_i5,1.89273451594613
TRINITY_DN7817_c0_g1::TRINITY_DN7817_c0_g1_i5,3.55566129223259
TRINITY_DN20176_c0_g1::TRINITY_DN20176_c0_g1_i2,-1.22112991492571
TRINITY_DN30822_c0_g1::TRINITY_DN30822_c0_g1_i11,2.16606207044201
TRINITY_DN25786_c0_g1::TRINITY_DN25786_c0_g1_i7,2.54955355426147
TRINITY_DN10149_c0_g1::TRINITY_DN10149_c0_g1_i4,1.15895376587965
TRINITY_DN700_c0_g1::TRINITY_DN700_c0_g1_i15,2.02524292012645
TRINITY_DN700_c0_g1::TRINITY_DN700_c0_g1_i1,2.02524292012645
TRINITY_DN507_c0_g1::TRINITY_DN507_c0_g1_i13,1.90358652260994
TRINITY_DN5654_c0_g1::TRINITY_DN5654_c0_g1_i11,1.12178026836221
TRINITY_DN8450_c0_g1::TRINITY_DN8450_c0_g1_i1,1.60650923616654
TRINITY_DN77_c0_g1::TRINITY_DN77_c0_g1_i22,2.21464059183393
TRINITY_DN9704_c0_g1::TRINITY_DN9704_c0_g1_i1,1.88593207111629
TRINITY_DN4027_c0_g1::TRINITY_DN4027_c0_g1_i17,2.28704055616782
TRINITY_DN2078_c0_g1::TRINITY_DN2078_c0_g1_i1,0.420657414517295
TRINITY_DN5419_c0_g1::TRINITY_DN5419_c0_g1_i1,1.42177731066241
TRINITY_DN17775_c0_g1::TRINITY_DN17775_c0_g1_i1,1.18942544889918
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i4,1.81704711482302
TRINITY_DN3059_c0_g1::TRINITY_DN3059_c0_g1_i52,2.12227966554026
TRINITY_DN3059_c0_g1::TRINITY_DN3059_c0_g1_i10,2.12227966554026
TRINITY_DN18926_c0_g1::TRINITY_DN18926_c0_g1_i1,1.38122605019272
TRINITY_DN6514_c0_g1::TRINITY_DN6514_c0_g1_i10,1.11662190350561
TRINITY_DN16155_c0_g1::TRINITY_DN16155_c0_g1_i1,2.88610526172794
TRINITY_DN20508_c0_g1::TRINITY_DN20508_c0_g1_i5,1.77028220147122
TRINITY_DN2360_c0_g1::TRINITY_DN2360_c0_g1_i2,1.97580367966451
TRINITY_DN90_c0_g1::TRINITY_DN90_c0_g1_i1,2.22288557148116
TRINITY_DN12139_c0_g1::TRINITY_DN12139_c0_g1_i12,1.52940029150166
TRINITY_DN21698_c0_g1::TRINITY_DN21698_c0_g1_i4,1.59029991532878
TRINITY_DN2217_c0_g1::TRINITY_DN2217_c0_g1_i2,1.57999584969009
TRINITY_DN1535_c0_g1::TRINITY_DN1535_c0_g1_i1,2.11336987903798
TRINITY_DN83_c1_g1::TRINITY_DN83_c1_g1_i3,1.0777552093097
TRINITY_DN4529_c3_g1::TRINITY_DN4529_c3_g1_i5,1.69363754449636
TRINITY_DN1388_c0_g1::TRINITY_DN1388_c0_g1_i1,2.35114453024632
TRINITY_DN6922_c0_g1::TRINITY_DN6922_c0_g1_i2,2.99033000405107
TRINITY_DN11869_c0_g1::TRINITY_DN11869_c0_g1_i1,2.67335292775241
TRINITY_DN946_c0_g1::TRINITY_DN946_c0_g1_i6,0.600755783351773
TRINITY_DN83_c1_g2::TRINITY_DN83_c1_g2_i1,1.06012816185833
TRINITY_DN7214_c0_g1::TRINITY_DN7214_c0_g1_i1,1.75331880561723
TRINITY_DN3620_c0_g1::TRINITY_DN3620_c0_g1_i6,1.11292958223588
TRINITY_DN10274_c0_g1::TRINITY_DN10274_c0_g1_i6,2.67998837164499
TRINITY_DN3267_c0_g1::TRINITY_DN3267_c0_g1_i4,0.832670338520407
TRINITY_DN6747_c0_g1::TRINITY_DN6747_c0_g1_i1,1.94295024175402
TRINITY_DN5934_c0_g1::TRINITY_DN5934_c0_g1_i8,1.6033399156129
TRINITY_DN7964_c0_g1::TRINITY_DN7964_c0_g1_i17,1.55834616933138
TRINITY_DN7556_c0_g1::TRINITY_DN7556_c0_g1_i1,0.856451350005148
TRINITY_DN8214_c0_g1::TRINITY_DN8214_c0_g1_i14,1.87804524739333
TRINITY_DN9558_c0_g1::TRINITY_DN9558_c0_g1_i1,1.71940121721263
TRINITY_DN11736_c0_g1::TRINITY_DN11736_c0_g1_i1,1.67678551162851
TRINITY_DN19963_c0_g1::TRINITY_DN19963_c0_g1_i1,1.88808969550549
TRINITY_DN4857_c0_g2::TRINITY_DN4857_c0_g2_i1,2.38920042215008
TRINITY_DN11535_c0_g1::TRINITY_DN11535_c0_g1_i2,2.20444148338792
TRINITY_DN4813_c0_g1::TRINITY_DN4813_c0_g1_i12,1.7290010754409
